Record Type,CDS Code,Federal School ID,Federal Charter District ID,County,District,School,Status,Open Date,Closed Date,Charter Yes/No,Charter Number,Funding Type,Educational Program Type,Entity Type,Low Grade,High Grade,Virtual Instruction Type,Magnet Yes/No,Year Round Yes/No,Public Yes/No,Multilingual Yes/No,Website,Latitude,Longitude,Last Update,Street Address,Street City,Street State,Street Zip,Mailing Address,Mailing City,Mailing State,Mailing Zip,Phone,Phone Extension,Fax Number,Email,Administrator Name,Administrator Phone,Administrator Phone Ext.,Administrator Email
School,19647331938612,03387,No Data,Los Angeles,Los Angeles Unified,Taft Charter High,Active,7/1/1960,No Data,Y,1580,Locally funded,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,www.lausd.k12.ca.us/Taft_HS,34.169390,-118.571030,2/9/2023,5461 Winnetka Ave.,Woodland Hills,CA,91364-2548,5461 Winnetka Ave.,Woodland Hills,CA,91364-2548,(818) 227-3600,No Data,(818) 592-0877,No Data,Daniel Steiner,No Data,No Data,daniel.steiner@lausd.net
School,19647336019426,03388,No Data,Los Angeles,Los Angeles Unified,Taper Avenue Elementary,Active,7/1/1950,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,N,www.tapertigers.com,33.761789,-118.298927,2/9/2023,1824 Taper Ave.,San Pedro,CA,90731-1175,1824 Taper Ave.,San Pedro,CA,90731-1175,(310) 832-3056,No Data,(310) 548-4485,No Data,Amy Davis,No Data,No Data,ald0544@lausd.net
School,19647336019434,03390,No Data,Los Angeles,Los Angeles Unified,Tarzana Elementary,Active,7/1/1926,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.tarzanaes.org,34.175091,-118.546072,2/9/2023,5726 Topeka Dr.,Tarzana,CA,91356-1316,5726 Topeka Dr.,Tarzana,CA,91356-1316,(818) 881-1424,No Data,(818) 343-4418,No Data,Rene Christian-Cofield,No Data,No Data,renee.cofield@lausd.net
School,19647330122242,12622,0602202,Los Angeles,Los Angeles Unified,TEACH Academy of Technologies,Active,9/13/2010,No Data,Y,1206,Directly funded,Traditional,Intermediate/Middle Schools (Public),5,8,Not Virtual,N,N,Y,N,https://academy.teachpublicschools.org,33.944028,-118.309365,2/9/2023,10045 South Western Ave.,Los Angeles,CA,90047,10045 South Western Ave.,Los Angeles,CA,90047,(323) 872-0809,No Data,(323) 351-2322,No Data,Maricela Williams,No Data,No Data,mwilliams@teachps.org
School,19647330138305,14313,0601575,Los Angeles,Los Angeles Unified,TEACH Preparatory Mildred S. Cunningham & Edith H. Morris Elementary,Active,8/13/2018,No Data,Y,2004,Directly funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,http://prep.teachpublicschools.org,33.960687,-118.309395,2/9/2023,8505 South Western Ave.,Los Angeles,CA,90047-3053,8505 South Western Ave.,Los Angeles,CA,90047-3053,(323) 872-0708,No Data,(323) 351-2330,prep@teachps.org,Sharon Rhee,No Data,No Data,srhee@teachps.org
School,19647330129627,13741,0602470,Los Angeles,Los Angeles Unified,TEACH Tech Charter High,Active,8/1/2014,No Data,Y,1658,Directly funded,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,http://tech.teachpublicschools.org,33.939400,-118.308797,2/9/2023,10616 South Western Ave.,Los Angeles,CA,90047-4254,10616 South Western Ave.,Los Angeles,CA,90047-4254,(323) 872-0707,No Data,(323) 287-0051,No Data,Raul Carranza,No Data,No Data,rcarranza@teachps.org
School,19647336019442,03391,No Data,Los Angeles,Los Angeles Unified,Telfair Avenue Elementary,Active,7/1/1951,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.telfairelementary.weebly.com/,34.269183,-118.431576,10/5/2022,10975 Telfair Ave.,Pacoima,CA,91331-2821,10975 Telfair Ave.,Pacoima,CA,91331-2821,(818) 896-7411,No Data,(818) 834-9582,No Data,Eduardo Carrillo,No Data,No Data,exc6671@lausd.net
School,19647336019459,03393,No Data,Los Angeles,Los Angeles Unified,Tenth Street Elementary,Active,7/1/1888 12:00:00 AM,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),1,5,Not Virtual,N,N,Y,N,www.10thstreetes-lausd-ca.schoolloop.com,34.048370,-118.273484,2/9/2023,1000 Grattan St.,Los Angeles,CA,90015-2046,1000 Grattan St.,Los Angeles,CA,90015-2046,(213) 380-8990,No Data,(213) 480-6732,No Data,William Otto,No Data,No Data,weo5908@lausd.net
School,19647336107411,09395,No Data,Los Angeles,Los Angeles Unified,Teresa Hughes Elementary,Active,7/1/1988,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,6,Not Virtual,Y,N,Y,N,www.hugheses-lausd-ca.schoolloop.com,33.966238,-118.192981,2/9/2023,4242 Clara St.,Cudahy,CA,90201-5010,4242 Clara St.,Cudahy,CA,90201-5010,(323) 560-4422,No Data,(323) 773-7568,No Data,Adriana Cortez,No Data,No Data,axc7702@lausd.net
School,19647330134148,13899,0601668,Los Angeles,Los Angeles Unified,The City,Active,7/1/2016,No Data,Y,1710,Directly funded,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,N,N,Y,N,https://citycharterschools.org,34.022002,-118.371138,2/9/2023,5753 Obama Blvd.,Los Angeles,CA,90016-5013,5753 Obama Blvd.,Los Angeles,CA,90016-5013,(310) 273-2489,No Data,(310) 273-2499,chsinfo@citycharterschools.org,Tyisha Noise,No Data,No Data,tnoise@citycharterschools.org
School,19647331937424,03315,No Data,Los Angeles,Los Angeles Unified,Theodore Roosevelt Senior High,Active,7/1/2010,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Primarily Classroom,N,N,Y,N,www.rooseveltlausd.org,34.039171,-118.211197,2/9/2023,456 South Mathews St.,Los Angeles,CA,90033-4350,456 South Mathews St.,Los Angeles,CA,90033-4350,(323) 780-6500,No Data,(323) 269-5473,No Data,Benjamin Gertner,No Data,No Data,ben.gertner@lausd.net
School,19647336019467,03394,No Data,Los Angeles,Los Angeles Unified,Third Street Elementary,Active,7/1/1924,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.thirdstreetschool.com,34.071002,-118.334858,11/1/2022,201 South June St.,Los Angeles,CA,90004-1055,201 South June St.,Los Angeles,CA,90004-1055,(323) 939-8337,No Data,(323) 939-3098,No Data,Hae Lee,No Data,No Data,hkl4967@lausd.net
School,19647336061444,02975,No Data,Los Angeles,Los Angeles Unified,Thomas A. Edison Middle,Active,7/1/1926,No Data,N,No Data,No Data,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,N,N,Y,N,www.thomasedisonms.org,33.981577,-118.251984,2/9/2023,6500 Hooper Ave.,Los Angeles,CA,90001-1264,6500 Hooper Ave.,Los Angeles,CA,90001-1264,(323) 826-2500,No Data,(323) 581-8389,No Data,Juanita Rainey Woods,No Data,No Data,jrainey@lausd.net
School,19647331934371,03106,No Data,Los Angeles,Los Angeles Unified,Thomas Jefferson Senior High,Active,7/1/1917,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Primarily Classroom,N,N,Y,N,www.jefferson-lausd-ca.schoolloop.com,34.009239,-118.251546,2/9/2023,1319 East 41st St.,Los Angeles,CA,90011-3301,1319 East 41st St.,Los Angeles,CA,90011-3301,(323) 521-1200,No Data,(323) 231-4755,No Data,Tamai Johnson,No Data,No Data,taj3112@lausd.net
School,19647336019509,03399,No Data,Los Angeles,Los Angeles Unified,Toland Way Elementary,Active,7/1/1925,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,6,Not Virtual,N,N,Y,N,www.toland-lausd-ca.schoolloop.com,34.120919,-118.218045,2/9/2023,4545 Toland Way,Los Angeles,CA,90041-3427,4545 Toland Way,Los Angeles,CA,90041-3427,(323) 255-3142,No Data,(323) 255-0555,No Data,Elliott Cruzata,No Data,No Data,exc9218@lausd.net
School,19647336019517,03400,No Data,Los Angeles,Los Angeles Unified,Toluca Lake Elementary,Active,7/1/1944,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.toluca.weebly.com,34.158628,-118.361468,2/9/2023,4840 Cahuenga Blvd.,North Hollywood,CA,91601-4799,4840 Cahuenga Blvd.,North Hollywood,CA,91601-4799,(818) 761-3339,No Data,(818) 761-7197,No Data,Jeffrey Daniel,No Data,No Data,jdanie2@lausd.net
School,19647336019525,03401,No Data,Los Angeles,Los Angeles Unified,Topanga Elementary Charter,Active,7/1/1962,No Data,Y,0230,Locally funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,http://topangaelementary.org,34.091819,-118.603718,2/9/2023,22075 Topanga School Rd.,Topanga,CA,90290-3835,22075 Topanga School Rd.,Topanga,CA,90290-3835,(310) 455-3711,No Data,(310) 455-3517,No Data,Kevin Kassebaum,No Data,No Data,kevin.kassebaum@lausd.net
School,19647336019533,03402,No Data,Los Angeles,Los Angeles Unified,Topeka Charter School For Advanced Studies,Active,7/1/1964,No Data,Y,1475,Locally funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,http://topekadrive.com,34.248427,-118.545761,2/9/2023,9815 Topeka Dr.,Northridge,CA,91324-1849,9815 Topeka Dr.,Northridge,CA,91324-1849,(818) 886-2266,No Data,(818) 885-7682,No Data,Katherine Chavez,No Data,No Data,kxs4517@lausd.net
School,19647336019541,03403,No Data,Los Angeles,Los Angeles Unified,Towne Avenue Elementary,Active,7/1/1954,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.townees-lausd-ca.schoolloop.com,33.858447,-118.267948,2/9/2023,18924 Towne Ave.,Carson,CA,90746-2165,18924 Towne Ave.,Carson,CA,90746-2165,(310) 329-3505,No Data,(310) 329-3467,No Data,Wendy Sanchez,No Data,No Data,wss8405@lausd.net
School,19647336019558,03404,No Data,Los Angeles,Los Angeles Unified,Trinity Street Elementary,Active,7/1/1904,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),2,5,Not Virtual,N,N,Y,Y,www.lausd.k12.ca.us/trinity_el,34.011894,-118.269671,10/5/2022,3736 Trinity St.,Los Angeles,CA,90011-2635,3736 Trinity St.,Los Angeles,CA,90011-2635,(323) 232-2358,No Data,(323) 231-2441,No Data,Jorge Villalobos,No Data,No Data,jav0453@lausd.net
School,19647336019566,03406,No Data,Los Angeles,Los Angeles Unified,Tulsa Street Elementary,Active,7/1/1955,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,https://tulsaes-lausd-ca.schoolloop.com,34.268397,-118.493422,2/9/2023,10900 Hayvenhurst Ave.,Granada Hills,CA,91344-5121,10900 Hayvenhurst Ave.,Granada Hills,CA,91344-5121,(818) 363-5061,No Data,(818) 831-6935,No Data,Lester Powell,No Data,No Data,ldp9028@lausd.net
School,19647336019574,03407,No Data,Los Angeles,Los Angeles Unified,Tweedy Elementary,Active,7/1/1931,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,https://tweedyes-lausd-ca.schoolloop.com,33.943483,-118.182663,10/5/2022,9724 Pinehurst Ave.,South Gate,CA,90280-5222,9724 Pinehurst Ave.,South Gate,CA,90280-5222,(323) 568-2828,No Data,(323) 249-1788,No Data,Angelina Ines,No Data,No Data,aines1@lausd.net
School,19647336019582,03408,No Data,Los Angeles,Los Angeles Unified,Twentieth Street Elementary,Active,7/1/1980,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.20thstreetes-lausd-ca.schoolloop.com/,34.149338,-118.122302,10/5/2022,1358 East Walnut St.,Los Angeles,CA,90011,1358 East Walnut St.,Los Angeles,CA,90011,(213) 747-7151,No Data,(213) 745-7606,No Data,Mario Garcielita,No Data,No Data,mgarciel@lausd.net
School,19647336019590,03409,No Data,Los Angeles,Los Angeles Unified,Twenty-Eighth Street Elementary,Active,7/1/1895 12:00:00 AM,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.lausd.k12.ca.us/28th_St_EL,34.018883,-118.260765,10/5/2022,2807 Stanford Ave.,Los Angeles,CA,90011-2017,2807 Stanford Ave.,Los Angeles,CA,90011-2017,(323) 232-3496,No Data,(323) 232-3029,No Data,Christina Beltrocco,No Data,No Data,cnb7067@lausd.net
School,19647336019608,03410,No Data,Los Angeles,Los Angeles Unified,Twenty-Fourth Street Elementary,Active,7/1/1904,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,4,Not Virtual,N,N,Y,N,www.24thstreetes-lausd-ca.schoolloop.com/,34.034767,-118.310696,2/9/2023,2055 West 24th St.,Los Angeles,CA,90018-1925,2055 West 24th St.,Los Angeles,CA,90018-1925,(323) 735-0278,No Data,(323) 730-1865,No Data,Sandra Hernandez,No Data,No Data,sandra.e.hernandez@lausd.net
School,19647336019616,03411,No Data,Los Angeles,Los Angeles Unified,Two Hundred Thirty-Second Place,Active,7/1/1953,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.232ndes-lausd-ca.schoolloop.com,33.814552,-118.282651,2/9/2023,23240 Archibald Ave.,Carson,CA,90745-5117,23240 Archibald Ave.,Carson,CA,90745-5117,(310) 830-8710,No Data,(310) 835-1946,No Data,Eliza Muhammad,No Data,No Data,eliza.muhammad@lausd.net
School,19647330119693,12524,No Data,Los Angeles,Los Angeles Unified,UCLA Community K-12,Active,9/9/2009,No Data,N,No Data,No Data,Traditional,K-12 Schools (Public),K,12,Primarily Classroom,N,N,Y,Y,No Data,34.059688,-118.298646,11/1/2022,700 South Mariposa Ave.,Los Angeles,CA,90005-2001,700 South Mariposa Ave.,Los Angeles,CA,90005-2001,(213) 480-3750,No Data,No Data,No Data,Queena Kim,No Data,No Data,qxk2812@lausd.net
School,19647331933795,03052,No Data,Los Angeles,Los Angeles Unified,Ulysses S. Grant Senior High,Active,7/1/1959,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Primarily Classroom,Y,N,Y,N,www.granths.org,34.179356,-118.415805,2/9/2023,13000 Oxnard St.,Van Nuys,CA,91401-4114,13000 Oxnard St.,Van Nuys,CA,91401-4114,(818) 756-2700,No Data,(818) 908-0774,No Data,Rebecca McMurrin,No Data,No Data,rlm9245@lausd.net
School,19647336019624,03412,No Data,Los Angeles,Los Angeles Unified,Union Avenue Elementary,Active,7/1/1890 12:00:00 AM,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,https://uniones-lausd-ca.schoolloop.com,34.063929,-118.267189,2/9/2023,150 South Burlington Ave.,Los Angeles,CA,90057-2506,150 South Burlington Ave.,Los Angeles,CA,90057-2506,(213) 483-1345,No Data,(213) 483-8109,No Data,William Estrada,No Data,No Data,westr3@lausd.net
School,19647331938885,03413,No Data,Los Angeles,Los Angeles Unified,University High School Charter,Active,7/1/1922,No Data,Y,2006,Locally funded,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,https://universitywildcats.edlioschool.com/,34.045716,-118.461331,2/9/2023,11800 Texas Ave.,Los Angeles,CA,90025-1402,11800 Texas Ave.,Los Angeles,CA,90025-1402,(310) 914-3500,No Data,(310) 478-6535,No Data,Claudia Middleton,No Data,No Data,cvr6481@lausd.net
School,19647330137091,14289,No Data,Los Angeles,Los Angeles Unified,University Pathways Public Service Academy,Active,8/14/2018,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,No Data,33.961125,-118.249020,2/9/2023,1415 Firestone Blvd.,Los Angeles,CA,90001-3854,1415 Firestone Blvd.,Los Angeles,CA,90001-3854,(323) 277-1800,No Data,(323) 277-1810,No Data,Terrence Mudd,No Data,No Data,terrence.mudd@lausd.net
School,19647330132027,12699,0602083,Los Angeles,Los Angeles Unified,University Preparatory Value High,Active,8/8/2015,No Data,Y,1723,Directly funded,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,https://www.upvhs.valueschools.com,34.046778,-118.280941,2/9/2023,1929 West Pico Blvd.,Los Angeles,CA,90006-5008,"680 Wilshire Pl., Ste. 315",Los Angeles,CA,90005,(213) 382-1223,No Data,(323) 503-1690,No Data,Robert Poyer,No Data,No Data,rpoyer@valueschools.com
School,19647336019632,03414,No Data,Los Angeles,Los Angeles Unified,Utah Street Elementary,Active,7/1/1904,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,8,Not Virtual,N,N,Y,N,www.utahes-lausd-ca.schoolloop.com,34.049296,-118.223996,2/9/2023,255 Gabriel Garcia Marquez St.,Los Angeles,CA,90033-2746,255 Gabriel Garcia Marquez St.,Los Angeles,CA,90033-2746,(323) 261-1171,No Data,(323) 265-2090,No Data,Abraham Casavi,No Data,No Data,aec0645@lausd.net
School,19647336019640,03415,No Data,Los Angeles,Los Angeles Unified,Valerio Street Elementary,Active,7/1/1950,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.valerioes-lausd-ca.schoolloop.com,34.204889,-118.460606,2/9/2023,15035 Valerio St.,Van Nuys,CA,91405-1742,15035 Valerio St.,Van Nuys,CA,91405-1742,(818) 785-8683,No Data,(818) 786-8749,No Data,Anait Vardoumian,No Data,No Data,avardoum@lausd.net
School,19647330124362,12946,No Data,Los Angeles,Los Angeles Unified,Valley Academy of Arts and Sciences,Active,9/7/2011,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,www.thevalleyacademy.net,34.260352,-118.503534,2/9/2023,10445 Balboa Blvd.,Granada Hills,CA,91344-7323,10445 Balboa Blvd.,Granada Hills,CA,91344-7323,(818) 832-7750,No Data,(818) 368-5140,No Data,Kelly Hanock,No Data,No Data,kjh0292@lausd.net
School,19647330122754,12641,0601586,Los Angeles,Los Angeles Unified,Valley Charter Elementary,Active,9/7/2010,No Data,Y,1237,Directly funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,https://www.valleycharterschool.org,34.234961,-118.492039,2/9/2023,16514 Nordhoff St.,North Hills,CA,91343-3724,16514 Nordhoff St.,North Hills,CA,91343-3724,(818) 810-6713,No Data,(818) 810-9667,No Data,Elizabeth Adams,No Data,No Data,eadams@valleycharterschool.org
School,19647330122838,12643,0602468,Los Angeles,Los Angeles Unified,Valley Charter Middle,Active,8/29/2011,No Data,Y,1238,Directly funded,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,N,N,Y,N,https://www.valleycharterschool.org,34.200628,-118.452402,2/9/2023,14646 Sherman Way,Van Nuys,CA,91405-5860,14646 Sherman Way,Van Nuys,CA,91405-5860,(818) 988-9128,No Data,(818) 988-9265,No Data,Brenda Sadeghi,No Data,No Data,bsadeghi@valleycharterschool.org
School,19647330137612,14248,0601953,Los Angeles,Los Angeles Unified,Valley International Preparatory High,Active,8/15/2018,No Data,Y,1926,Directly funded,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,www.viphs.org,34.221079,-118.543593,2/9/2023,18827 Roscoe Blvd.,Northridge,CA,91324-4545,18827 Roscoe Blvd.,Northridge,CA,91324-4545,(818) 306-2136,No Data,(818) 337-0414,info@viphs.org,Michael Horne,No Data,No Data,mhorne@viphs.org
School,19647336019657,03417,No Data,Los Angeles,Los Angeles Unified,Valley View Elementary,Active,7/1/1917,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,No Data,34.124679,-118.344349,2/9/2023,6921 Woodrow Wilson Dr.,Los Angeles,CA,90068-1847,6921 Woodrow Wilson Dr.,Los Angeles,CA,90068-1847,(323) 851-0020,No Data,(323) 851-6185,No Data,Behnaz Valamehr,No Data,No Data,behnaz.valamehr@lausd.net
School,19647330133694,13966,0601529,Los Angeles,Los Angeles Unified,Valor Academy Elementary,Active,8/29/2016,No Data,Y,1787,Directly funded,Traditional,Elementary Schools (Public),K,4,Not Virtual,N,Y,Y,N,https://www.brightstarschools.org/vaes,34.229022,-118.436095,2/9/2023,8755 Woodman Ave.,Arleta,CA,91331-6506,600 South La Fayette Park Pl.,Los Angeles,CA,90057,(818) 217-2733,No Data,(323) 978-2423,mkaplan@brightstarschools.org,May Oey,No Data,No Data,moey@brightstarschools.org
School,19647330127894,13564,0601789,Los Angeles,Los Angeles Unified,Valor Academy High,Active,8/26/2013,No Data,Y,1539,Directly funded,Traditional,High Schools (Public),9,12,Not Virtual,N,Y,Y,Y,https://www.brightstarschools.org/vahs,34.240804,-118.458511,2/9/2023,9356 Lemona Ave.,North Hills,CA,91343-3416,600 S. La Fayette Park Pl.,Los Angeles,CA,90057,(818) 934-8910,No Data,(818) 934-8916,No Data,Jennifer Anaya Sanchez,No Data,No Data,janaya@brightstarschools.org
School,19647330120022,12510,0601679,Los Angeles,Los Angeles Unified,Valor Academy Middle,Active,8/31/2009,No Data,Y,1095,Directly funded,Traditional,Intermediate/Middle Schools (Public),5,8,Not Virtual,N,Y,Y,N,https://www.brightstarschools.org/vam,34.234685,-118.462643,2/9/2023,9034 Burnet Ave.,North Hills,CA,91343-2319,600 South La Fayette Park Pl.,Los Angeles,CA,90057,(818) 830-1700,No Data,(818) 830-1799,No Data,Brian Perry,No Data,No Data,bperry@brightstarschools.org
School,19647336019665,03418,No Data,Los Angeles,Los Angeles Unified,Van Deene Avenue Elementary,Active,7/1/1960,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,6,Not Virtual,N,N,Y,N,www.vandeeneavees-lausd-ca.schoolloop.com/,33.838803,-118.288984,2/9/2023,826 West Javelin St.,Torrance,CA,90502-1719,826 West Javelin St.,Torrance,CA,90502-1719,(310) 320-8680,No Data,(310) 782-6537,No Data,Edith Urzua,No Data,No Data,exu9901@lausd.net
School,19647336019673,03419,No Data,Los Angeles,Los Angeles Unified,Van Gogh Charter,Active,7/1/1968,No Data,Y,1479,Locally funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,http://vangoghcs-lausd-ca.schoolloop.com,34.305700,-118.505349,2/9/2023,17160 Van Gogh St.,Granada Hills,CA,91344-1217,17160 Van Gogh St.,Granada Hills,CA,91344-1217,(818) 360-2141,No Data,(818) 831-9081,No Data,Lisa Stevens,No Data,No Data,lrs0201@lausd.net
School,19647336019681,03420,No Data,Los Angeles,Los Angeles Unified,Van Ness Avenue Elementary,Active,7/1/1916,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,No Data,34.080338,-118.315778,2/9/2023,501 North Van Ness Ave.,Los Angeles,CA,90004-1527,501 North Van Ness Ave.,Los Angeles,CA,90004-1527,(323) 469-0992,No Data,(323) 469-8376,No Data,Jung Hong,No Data,No Data,jsh9371@lausd.net
School,19647336019699,03421,No Data,Los Angeles,Los Angeles Unified,Van Nuys Elementary,Active,7/1/1915,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.lausd.net/VanNuysElementary,34.188064,-118.446457,2/9/2023,6464 Sylmar Ave.,Van Nuys,CA,91401-1433,6464 Sylmar Ave.,Van Nuys,CA,91401-1433,(818) 785-2195,No Data,(818) 782-4173,No Data,Sonia Mendoza,No Data,No Data,slm3010@lausd.net
School,19647336058333,03422,No Data,Los Angeles,Los Angeles Unified,Van Nuys Middle,Active,7/1/1915,No Data,N,No Data,No Data,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,Y,N,Y,N,www.vannuysms.org,34.169131,-118.450957,2/9/2023,5435 Vesper Ave.,Van Nuys,CA,91411-3738,5435 Vesper Ave.,Van Nuys,CA,91411-3738,(818) 267-5900,No Data,(818) 909-7274,No Data,Cristina Serrano,No Data,No Data,cserra6@lausd.net
School,19647331938968,03424,No Data,Los Angeles,Los Angeles Unified,Van Nuys Senior High,Active,7/1/1915,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Primarily Classroom,Y,N,Y,N,https://www.vannuyshs.org,34.189555,-118.453144,2/9/2023,6535 Cedros Ave.,Van Nuys,CA,91411-1506,6535 Cedros Ave.,Van Nuys,CA,91411-1506,(818) 778-6800,No Data,(818) 781-5181,No Data,Lourdes De Santiago Ramirez,No Data,No Data,lxd0217@lausd.net
School,19647336019707,03425,No Data,Los Angeles,Los Angeles Unified,Vanalden Avenue Elementary,Active,7/1/1953,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.vanaldenavees.org,34.182550,-118.547410,2/9/2023,19019 Delano St.,Reseda,CA,91335-6727,19019 Delano St.,Reseda,CA,91335-6727,(818) 342-5131,No Data,(818) 996-5109,No Data,Yoshim Yang,No Data,No Data,yxy5775@lausd.net
School,19647336019715,03426,0601898,Los Angeles,Los Angeles Unified,Vaughn Next Century Learning Center,Active,7/1/1954,No Data,Y,0016,Directly funded,Traditional,K-12 Schools (Public),K,12,Not Virtual,N,Y,Y,N,http://myvaughncharter.com,34.279674,-118.420948,2/9/2023,13330 Vaughn St.,San Fernando,CA,91340-2216,13330 Vaughn St.,San Fernando,CA,91340-2216,(818) 896-7461,No Data,(818) 686-7808,No Data,Fidel Ramirez,(818) 896-7461,7902,framirez@myvaughncharter.com
School,19647336019723,03427,No Data,Los Angeles,Los Angeles Unified,Vena Avenue Elementary,Active,7/1/1957,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,N,www.vena-lausd-ca.schoolloop.com,34.240667,-118.420212,2/9/2023,9377 Vena Ave.,Arleta,CA,91331-4733,9377 Vena Ave.,Arleta,CA,91331-4733,(818) 896-9551,No Data,(818) 890-7189,No Data,Lori Fisher,No Data,No Data,lfishe1@lausd.net
School,19647331939040,03429,No Data,Los Angeles,Los Angeles Unified,Venice Senior High,Active,7/1/1925,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Primarily Classroom,Y,N,Y,N,www.venicehs-lausd-ca.schoolloop.com,33.998856,-118.442838,2/9/2023,13000 Venice Blvd.,Los Angeles,CA,90066-3512,13000 Venice Blvd.,Los Angeles,CA,90066-3512,(310) 577-4200,No Data,(310) 306-3249,No Data,Cynthia Headrick,No Data,No Data,cynthia.headrick@lausd.net
School,19647331939107,03430,No Data,Los Angeles,Los Angeles Unified,Verdugo Hills Senior High,Active,7/1/1936,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,Y,N,Y,N,www.lausd.net/Verdugo_HS,34.261842,-118.297989,2/9/2023,10625 Plainview Ave.,Tujunga,CA,91042-1723,10625 Plainview Ave.,Tujunga,CA,91042-1723,(818) 951-5400,No Data,(818) 352-3577,No Data,Arturo Barcenas,No Data,No Data,axb2343@lausd.net
School,19647336019731,03431,No Data,Los Angeles,Los Angeles Unified,Vermont Avenue Elementary,Active,7/1/1896 12:00:00 AM,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,No Data,34.030536,-118.293521,2/9/2023,1435 West 27th St.,Los Angeles,CA,90007-2137,1435 West 27th St.,Los Angeles,CA,90007-2137,(323) 733-2195,No Data,(323) 766-0577,No Data,Patricia Ferguson,No Data,No Data,patricia.ferguson@lausd.net
